X1,NETID,RefType,Date,Time,Text,DYear
1,RJvUP4aC,Private Personal,29-12-14 16:49,16.81666667,"Growing up, my dentist was the most influential on my definition of dentistry. My interactions with her and her comforting approach to treatment defined what I thought of dentistry and how I still describe it to this very day. I loved how she would talk to me about school, sports, and tv shows before ever asking me to open my mouth. I knew I was more than a set of teeth and more than a name on a chart. I look forward to providing my future patients with a similar experience. I am looking forward to developing the knowledge and skills necessary to assure my patients that they are receiving the best quality of care.  
                        Throughout these next few years, I envision myself being molded into a competent healthcare provider. I hope to build professional relationships with my colleagues and faculty. My time at NYUCD is an opportunity for me to best prepare for the demands of dentistry and the needs of my patients. Dentistry is an evolving field and I am excited to be a part of what it will have to offer in the near coming future.",D2F
2,RJvUP4aC,Public Personal,29-12-14 16:49,16.81666667,"Growing up, my dentist was the most influential on my definition of dentistry. My interactions with her and her comforting approach to treatment defined what I thought of dentistry and how I still describe it until this very day. I loved how she would talk to me about school, sports, and tv shows before ever asking me to open my mouth. I knew I was more than a set of teeth and more than a name on a chart. I look forward to providing my future patients with a similar experience. I am looking forward to developing the knowledge and skills necessary to assure my patients that they are receiving the best quality of care.  
                        Throughout these next few years, I envision myself being molded into a competent healthcare provider. I hope to build professional relationships with my colleagues and faculty. My time at NYUCD is an opportunity for me to best prepare for the demands of dentistry and the needs of my patients. Dentistry is an evolving field and I am excited to be a part of what it will have to offer in the near coming future.",D2F
3,UT8VFDpf,Ethic Reflection,10-10-14 20:16,20.26666667,"To become ethical, one must first be able to know what is right and what is wrong.  And then, after know what is right and what is wrong, one must understand the appropriate actions following the determination.  It takes knowledge, experience, and courage to become truly ethical, and I aspire to become a great dentist that could deliver this to my future patients.  

I definitely learned a lot about the ethical work that being a dentist requires.  There are just so many ways to cut corners in dentistry that ethics can become a very critical issue in the entire system of health care delivery.",D2F
4,UT8VFDpf,Public Self Reflection,10-10-14 20:15,20.25,"becoming a professional is not only a reflection of ourselves in front of our peers but also a reflection of ourselves in front of patients.  Someday when I can talk to the patients and guide them in my treatment the same way I have learned in school, especially in ethics class, then maybe I will be more professional than before.",D2F
5,UT8VFDpf,Professional Progress,10-10-14 20:18,20.3,Professionalism is really stressed in this school and I think it is definitely having an effect on student body.  As the time comes and we all move into the clinic I am sure there will be more time to mature and progress in terms of professionalism,D2F
6,V08dO+EE,Professional Progress,07-11-14 10:11,10.18333333,"Compared to D1, I feel like I have gained a lot of knowledge. Learning new things about the dental field is helping me become a better professional.",D2F
7,V1QEKxzg,Private Personal,26-08-14 13:22,13.36666667,I truly believe that my work ethic and determination to do well over the next four years will allow me to become a successful dentist. I need to keep reminding myself over the next 4 years why I am here and what my ultimate goals are. I am extremely interested in orthodontics and hope to build the connections I need to be able to eventually specialize.,D2F
8,V1QEKxzg,Public Self Reflection,26-08-14 13:22,13.36666667,"Becoming a professional goes hand in hand with being a dentist. Seeing professionalism in a dentist gives patients the confidence to put their health care in your hands and allows for strong patient-doctor relationships to form.  I hope to become a competent professional and build a strong network with other professionals in the health care field to optimize the treatment of my patients, and give me the confidence to refer my patients to someone I have a relationship with.",D2F
9,V1QEKxzg,Public Personal,26-08-14 13:22,13.36666667,"For me, a person's smile is one of the most important features of the body. It is a way to express happiness, show kindness, and has to ability to improve your own or even someone else's mood. I believe that being a dentist and giving someone the confidence of a great smile is a highly rewarding and satisfying job that I hope to become competent in over the next four years. This not only includes completing the course work, but also pushing myself to study and learn outside the boundaries of the curriculum to become a health care professional that is able to cooperate and coordinate with others. One thing that I have learned about dental school is that you only get out of it what you put into it, and I want to put my best effort into it. I hope to become a dentist with an influence that is larger than the confines of the office, and is highly involved in local and regional outreach programs.",D2F
1,UNZrear6,Private Personal,27-08-14 14:50,14.83333333,"School is a priority, always is. But I must keep in mind why I chose this school and why I chose to live in this city. I accepted the rare opportunity to live in NYC during my youth and I need to take advantage of what this city can offer me.

Started training jiu jitsu, and have been dedicating more and more time to training. I think its a good balance that I need to help me get thru school.",D2F
