X1,NETID,RefType,Date,Time,Text,DYear
1,Q2a1zJef,Ethic Reflection,30-11-15 16:15,16.25,Ethics will be the base of how I practice.  Delivering the best possible care while being ethical at the same time is how I intend to practice. on which I base my practice.,D3F
2,Q2a1zJef,Private Personal,30-08-15 20:59,20.98333333,"For the next four years, I want to grow as an individual.  I want to become a professional.  I have been around the dental field for the past few years, working in a dental office as a dental assistant.  I want to transition from being a dental assistant to a dentist.  I hope once I finish my four years at NYU I will be a confident and ethical doctor.  I find it so important to establish trusting relationship with patients, and the first thing is to do everything in the best interest of the patient.",D3F
3,Q2a1zJef,Private Self Reflection,30-11-15 16:15,16.25,"Becoming a professional I believe takes time.  You need to be exposed to situations where you need to interact with other professionals and learn from them.  I believe you never stop learning to become a professional, it is a lifelong process.",D3F
4,Q2a1zJef,Public Self Reflection,30-11-15 16:07,16.11666667,"Becoming a professional I believe takes time.  You need to be exposed to situations where you need to interact with other professionals and learn from them.  I believe you never stop learning to become a professional, it is a lifelong process.",D3F
5,Q2a1zJef,Professional Progress,30-11-15 16:15,16.25,"Beginning of my dental career two years ago, I have come a long way so far. I have gained so many skills, interpersonally, socially, and most importantly with manual dexterity. I am looking forward in applying all those skills and I am eager to learn more in my next two years in NYUCD.",D3F
6,Q2a1zJef,Public Personal,30-11-15 16:07,16.11666667,"For the next four years, I want to grow as an individual.  I want to become a professional.  I have been around the dental field for the past few years, working in a dental office as a dental assistant.  I want to transition from being a dental assistant to a dentist.  I hope once I finish my four years at NYU I will be a confident and ethical doctor.  I find it so important to establish trusting relationship with patients, and the first thing is to do everything in the best interest of the patient.",D3F
7,Q3KOrarY,Ethic Reflection,15-09-15 1:07,1.116666667,"As a health care professional, it is my duty to be ethical in all my actions and interactions. In treating patients, I will learn about the community around me so that I can be culturally sensitive and empathetic. I will also stick to a code of ethics that I will hold myself to. These will include putting my patient's desires, and health and oral health above my own personal desires. I will always provide my patients with all their options so that they may be able to make the best decision for their oral health based on their limitations and their understanding. I will always document my procedures and any important events that occur during my patient's visit, so that I can legally protect myself and themselves, and so that the work is documented for future review. I will  never discriminate and will serve all equally, regardless of ethnicity, gender, faith, sexual orientation, etc.",D3F
8,Q3KOrarY,Private Personal,15-09-15 1:05,1.083333333,"As a dental student, I will strive to learn about various oral health diseases and their symptoms, as well as different methods to improve oral hygiene. I will also learn the processes behind these diseases, and how to treat them. In the clinic, I will learn about the characteristics of each teeth, how to restore them via crowns, fillings, or root canals, how to remove caries, how to make complete and partial dentures and how to create models and impressions for studying a patient's mouth or for preparing crowns or retainers. I will also learn how to interact with patients in terms of explaining procedures to them in words they can understand, in a manner that is respectful, and in a empathetic and ethical way (putting the patient's health and wants above my own personal desires). Finally, I hope to learn from my colleagues and practice communicating and working together with them. I believe that an environment in which everyone is honest and working together as a team ends up benefitting both those working as well as the patients being treated.",D3F
9,Q3KOrarY,Private Self Reflection,15-09-15 1:07,1.116666667,"Personally, as a professional I hope that I can possibly specialize in an area such as orthodontics, pediatrics, periodontics, or endodontics. However I will not limit myself to these specialties and I will explore other areas of specialty. I will also be satisfied with being a general dentist as well. Ultimately though, it depends on what I find I enjoy the most. I would also like to open my own clinic or at least have a clinic with another associate, especially because of the ease of accessibility to another dentist's opinion. Finally, I will strive to treat all my patients with respect, and all my colleagues with gratification and respect. I will try to be patient with patients that can be difficult to communicate with or patients who may have different ideologies than myself. I will  never discriminate and will serve all equally, regardless of ethnicity, gender, faith, sexual orientation, etc.",D3F
10,Q3KOrarY,Public Self Reflection,09-12-15 11:54,11.9,"In becoming a health professional, I hope to provide my patients with the best care I can possibly give. That includes continuing my education by going to conventions and conferences to learn about the most up to date technologies for oral hygiene. I will also constantly challenge myself to better my work, by self-assessing myself often and checking on past work to see if anything should be redone. As a professional, I will strive for clear and concise communication with the patient and with my colleagues. I will also attempt to ensure that all my patients understand the importance of oral hygiene to overall health and the various ways they can take care of their teeth and health. Even if my patients have difficulty practicing this, I want to make sure I give them all the information and knowledge so that they can make their own autonomous decision about their dental health.",D3F
11,Q3KOrarY,Professional Progress,15-09-15 1:13,1.216666667,"After my second year of dental school and entering my third year, I've learned much more about how the oral cavity can reflect diseases in the body or how the oral cavity can be affected because of other changes occurring in the patient's body. I've learned how to work with another student as a dental assistant and vice versa, learning more about team effort. I've learned the steps and processes needed in creating a complete and a removable partial denture. I've also learned how to prepare crowns and bridges as well as make temporary crowns and bridges. I've learned more about how to interact with patients and now that I am in clinic, I am starting to understand how to communicate with my patients in a way that shows professionalism and competence while still being a student at the school. I also learned how to give local anesthesia to my patients in the form of nerve blocks and infiltrations, how to perform a comprehensive exam and x-rays, prophylaxis, scaling and root planing, and simple restorations. I still have yet to perform endodontics or prosthodontics yet but I aim to soon.",D3F
12,Q3KOrarY,Public Personal,15-09-15 1:03,1.05,"As a dental student, I will strive to learn how to best serve my patients, the community around me, and various communities around the country and the world. Specifically, I will become knowledgeable on the causes and symptoms of dental diseases as well as full body diseases, especially those that can become evident in the oral cavity. I will learn to treat patients both in the short-term and long-term capacity. I will also strive to treat all my patients with respect, sympathy, and ethically. I will always put the patient's health and desires above any personal gain, and I will be sure to refer my patient's to other doctors or dentists if I do not feel able to complete a procedure. I will practice my communication skills and being honest with my patients. I will practice my own skills so that I am competent and able to serve others well. I strive to continue learning new methods, techniques, and technologies when appropriate, to be better able to treat my patients.",D3F
13,Rgwz95M=,Professional Progress,06-09-15 20:17,20.28333333,"So far my time in clinic as a D3 has been a tremendous learning experience as well as a lot of fun.  I finally get to apply the knowledge that i've gained in my D1 and D2 years, as well as gain new knowledge and tips/tricks from the D4s and various faculties.  When I first started in clinic I was very nervous and unsure of how I would be able to deal with treating my patients.  Now that I have been in clinic for just over 2 months, I feel more comfortable and competent in my abilities.  The majority of my treatments to date have been SRPs, and I feel like I know how to efficiently and properly complete these procedures.  I have also already completed 1 of my SRP competencies and successfully passed.  I have also got more confident and steady in terms of delivering LA to my patients vs. when I first started in clinic.  I have also completed my NBDE part 1 in August and am currently awaiting the results that should arise in the next week or two, with the hopes that I passed the exam.",D3F
14,RJvUP4aC,Private Personal,11-07-15 22:20,22.33333333,"Growing up, my dentist was the most influential on my definition of dentistry. My interactions with her and her comforting approach to treatment defined what I thought of dentistry and how I still describe it to this very day. I loved how she would talk to me about school, sports, and tv shows before ever asking me to open my mouth. I knew I was more than a set of teeth and more than a name on a chart. I look forward to providing my future patients with a similar experience. I am looking forward to developing the knowledge and skills necessary to assure my patients that they are receiving the best quality of care.  
                        Throughout these next few years, I envision myself being molded into a competent healthcare provider. I hope to build professional relationships with my colleagues and faculty. My time at NYUCD is an opportunity for me to best prepare for the demands of dentistry and the needs of my patients. Dentistry is an evolving field and I am excited to be a part of what it will have to offer in the near coming future.",D3F
15,RJvUP4aC,Private Self Reflection,08-09-15 23:38,23.63333333,"The term ""professional"" is thrown around a lot in everyday conversation. We may declare someone as a 'professional hockey player' or a 'professional stone carver.' The word professional carries value and a sense of higher standard. What we expect from a professional is expertise and reassurance that the work or role being fulfilled will be of the highest quality. When I hear the word ""dental professional,"" I imagine someone that is looked upon by the general public as a trusted figure to provide the utmost quality of care and treatment. A professional is a person that has received a structured education and/or discipline that pertains specifically to that profession. The individual is accepted as one that has proven his/her competence in the demands of that field. 
      While a student at NYUCD, I would like to imagine myself approach these definitions of a professional as I progress through the tiers of dental school. I am excited to be an important and dynamic influence on my patient's lives and serve as a vital component in their path to a healthy lifestyle. It is a great privilege to be a trusted individual in society and looked upon as a symbol of wellbeing.",D3F
16,RJvUP4aC,Public Self Reflection,11-07-15 22:20,22.33333333,"The term ""professional"" is thrown around a lot in conversation. We may declare someone as a 'professional hockey player' or a 'professional stone carver.' The word professional carries value and a sense of higher standard. What we expect from a professional is expertise and reassurance that the work or role being fulfilled will be of the highest quality. When I hear the word ""dental professional,"" I imagine someone that is looked upon by the general public as a trusted figure to provide the utmost quality of care and treatment. A professional is a person that has received a structured education and/or discipline that pertains specifically to that profession. The individual is accepted as one that has proven his/her competence in the demands of that field. 
      While a student at NYUCD, I would like to imagine myself approach these definitions of a professional as I progress through the tiers of dental school. I am excited to be an important and dynamic influence on my patient's lives and serve as a vital component in their path to a healthy lifestyle.",D3F
