X1,NETID,RefType,Date,Time,Text,DYear
1,Q2a1zJef,Private Personal,9/28/2013 11:21,11.35,"For the next four years, I want to grow as an individual.  I want to become a professional.  I have been around the dental field for the past few years, working in a dental office as a dental assistant.  I want to transition from being a dental assistant to a dentist.  I hope once I finish my four years at NYU I will be a confident and ethical doctor.  I find it so important to establish trusting relationship with patients, and the first thing is to do everything in the best interest of the patient.",D1F
2,Q2a1zJef,Private Self Reflection,9/28/2013 11:21,11.35,"Becoming a professional I believe takes time.  You need to be exposed to situations where you need to interact with other professionals and learn from them.  I believe you never stop learning to become a professional, it is a lifelong process.",D1F
3,Q3KOrarY,Ethic Reflection,9/28/2013 11:21,11.35,"As a health care professional, it is my duty to be ethical in all my actions and interactions. In treating patients, I will learn about the community around me so that I can be culturally sensitive and empathetic. I will also stick to a code of ethics that I will hold myself to. These will include putting my patient's desires, and health and oral health above my own personal desires. I will always provide my patients with all their options so that they may be able to make the best decision for their oral health based on their limitations and their understanding. I will always document my procedures and any important events that occur during my patient's visit, so that I can legally protect myself and themselves, and so that the work is documented for future review.",D1F
4,Q3KOrarY,Private Personal,9/28/2013 11:21,11.35,"As a dental student, I will strive to learn about various oral health diseases and their symptoms, as well as different methods to improve oral hygiene. I will also learn the processes behind these diseases, and how to treat them. In the clinic, I will learn about the characteristics of each teeth, how to restore them via crowns, fillings, or root canals, how to remove caries, and how to create models and impressions for studying a patient's mouth or for preparing crowns or retainers. I will also learn how to interact with patients in terms of explaining procedures to them in words they can understand, in a manner that is respectful, and in a empathetic and ethical way (putting the patient's health and wants above my own personal desires). Finally, I hope to learn from my colleagues and practice communicating and working together with them.",D1F
5,Q3KOrarY,Private Self Reflection,9/28/2013 11:21,11.35,"Personally, as a professional I hope that I can possibly specialize in an area such as orthodontics, pediatrics, periodontics, or endodontics. However I will not limit myself to these specialties and I will explore other areas of specialty. I will also be satisfied with being a general dentist as well. Ultimately though, it depends on what I find I enjoy the most. I would also like to open my own clinic or at least have a clinic with another associate, especially because of the ease of accessibility to another dentist's opinion. Finally, I will strive to treat all my patients with respect, and all my colleagues with gratification and respect.",D1F
6,Q3KOrarY,Public Self Reflection,9/28/2013 11:21,11.35,"In becoming a health professional, I hope to provide my patients with the best care I can possibly give. That includes continuing my education by going to conventions and conferences to learn about the most up to date technologies for oral hygiene. I will also constantly challenge myself to better my work, by self-assessing myself often and checking on past work to see if anything should be redone. As a professional, I will strive for clear and concise communication with the patient and with my colleagues. I will also attempt to ensure that all my patients understand the importance of oral hygiene to overall health and the various ways they can take care of their teeth and health.",D1F
7,Q3KOrarY,Professional Progress,9/28/2013 11:21,11.35,"In my journey towards being a professional, I have learned how to interact with my peers and collaborate on work together. I have also learned how to study and help others when it comes to didactic and clinical work. I have recognized the importance of clear communication with peers to ensure understanding. I have also learned the importance of keeping the patient informed about their treatment. As I continue, I will learn how to speak to my patients in a professional and respectable manner. I will also learn how to communicate with my colleagues in a respectable and professional manner, especially over disagreements.",D1F
8,Q3KOrarY,Public Personal,9/28/2013 11:21,11.35,"As a dental student, I will strive to learn how to best serve my patients, the community around me, and various communities around the country and the world. Specifically, I will become knowledgeable on the causes and symptoms of dental diseases as well as full body diseases, especially those that can become evident in the oral cavity. I will learn to treat patients both in the short-term and long-term capacity. I will also strive to treat all my patients with respect, sympathy, and ethically. I will always put the patient's health and desires above any personal gain, and I will be sure to refer my patient's to other doctors or dentists if I do not feel able to complete a procedure.",D1F
9,Q3wmSU0o,Ethic Reflection,9/28/2013 11:21,11.35,"I think that ethical problems are the most important aspect in practicing dentistry. Throughout my studies at NYUCD, I will never allow myself to cheat, help in cheating or condoning such behaviors, because I think that it is detrimental to the society and the profession.",D1F
10,Q3wmSU0o,Private Personal,9/28/2013 11:21,11.35,"I would like to pass most, if not all, exams without failing. I will manage my time well so that I will have a plenty of time to rest on weekends. I want to enjoy NYC and plan to have some life by swimming and attending church on weekends, and traveling and meeting old and new friends on vacation.",D1F
11,Q3wmSU0o,Private Self Reflection,9/28/2013 11:21,11.35,"First of all, I will absorb necessary knowledge in order to pass my classes and the board exams so that I know what I will be doing in the clinics. In clinic, I will learn from my GPD and instructors about how to behave as a dentist and uphold professional standards.",D1F
12,Q3wmSU0o,Public Self Reflection,9/28/2013 11:21,11.35,"I think that becoming a professional is my life-long goal. Maintaining high ethical and moral standards has been one of the most important philosophical aspects of my life. Becoming a dental professional will allow me to apply my philosophy to be able to help treat patients and contribute to society. I will ask as many questions as possible that I have throughout my educational career at NYUCD to professors and peers, and utilize the school resources for progress in my dental career.",D1F
13,Q3wmSU0o,Professional Progress,9/28/2013 11:21,11.35,"The orientation was long, but it already taught me many things about dental school. Interacting with orientation leaders allowed me to get a sense of how much studying will be done in the first two years. Also, the school made it clear how to use the resources and what the administrators and professors expect from me. I look forward to starting my classes tomorrow.",D1F
